Veles: 


Picture: None
Rating: 4.2


Name: Angelovi
Number1: +38972315386
Number2: +38971568996
Number3: None
Address: None
Town: Kavadarci
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53098/ANGELOVI
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.4


Name: Bujuk
Number1: 043/413779
Number2: +38975840937
Number3: None
Address: S.DABNISTE
Town: Kavadarci
Email: info@winerybujuk.com
Web page: None
Link: https://yellowpages.com.mk//firma/53099/BUJUK
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.3


Name: Vemako trejd
Number1: None
Number2: None
Number3: None
Address: 7 Septemvri 66/8
Town: Kavadarci
Email: vemako1@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/45616/VEMAKO_TREJD
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.9


Name: Vinarija grkov
Number1: +38970394536
Number2: 02/3092641
Number3: None
Address: S.Krnjevo
Town: Kavadarci
Email: orceatanasov@urbaninvest.com.mk
Web page: None
Link: https://yellowpages.com.mk//firma/32485/VINARIJA_GRKOV
Catalog: None
Facebook: www.facebook.com/pages/Winery-Grkov/87250734470
Instagram: None
Picture: None
Rating: 4.0


Name: Eurohandel
Number1: 043/400910
Number2: None
Number3: 043/400911
Address: 29 NOEMVRI 2
Town: Kavadarci
Email: aleksandar@eurohandel.com.mk
Web page: www.eurohandel.com.mk
Link: https://yellowpages.com.mk//firma/47283/EUROHANDEL
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 3.8


Name: Eurohandel
Number1: 043/400910
Number2: +38971324805
Number3: 043/400911
Address: 29 NOEMVRI 2
Town: Kavadarci
Email: eurohandelmk@gmail.com
Web page: www.eurohandel.com.mk
Link: https://yellowpages.com.mk//firma/52641/EUROHANDEL
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.9


Name: Zaharchev semejna vinarija
Number1: +38970743742
Number2: None
Number3: None
Address: KOSOVKA 16
Town: Kavadarci
Email: gjore.zaharchev@gmail.com
Web page: http://zaharchev.mk/
Link: https://yellowpages.com.mk//firma/55034/ZAHARCHEV_SEMEJNA_VINARIJA
Catalog: https://yellowpages.com.mk/katalog/index.html#p=174
Facebook: www.facebook.com/ZaharchevFamilyWinery
Instagram: None
Picture: None
Rating: 3.9


Name: Zoka trade
Number1: 043/367888
Number2: +38970427365
Number3: None
Address: ILINDENSKA 103 S.SOPOT
Town: Kavadarci
Email: info@zokatrade.com
Web page: www.zokatrade.com
Link: https://yellowpages.com.mk//firma/51496/ZOKA_TRADE
Catalog: None
Facebook: www.facebook.com/www.zokatrade.com.mk/?fref=ts
Instagram: None
Picture: None
Rating: 4.0


Name: Klincharov semejna vinarija
Number1: +38970789282
Number2: None
Number3: None
Address: None
Town: Kavadarci
Email: aceklincarov@gmail.com
Web page: None
Link: https://yellowpages.com.mk//firma/55221/KLINCHAROV_SEMEJNA_VINARIJA
Catalog: https://yellowpages.com.mk/katalog/index.html#p=173
Facebook: www.facebook.com/alekklincarov
Instagram: www.instagram.com/klincharov_family_winery/
Picture: None
Rating: 3.8


Name: Malerich
Number1: 043/444888
Number2: +38975423291
Number3: None
Address: S.MARENA
Town: Kavadarci
Email: info@maleric.com.mk
Web page: None
Link: https://yellowpages.com.mk//firma/53100/MALERICH
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.2


Name: Mojsoff
Number1: 043/413566
Number2: +38975551975
Number3: None
Address: RESAVSKA 2
Town: Kavadarci
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53101/MOJSOFF
Catalog: None
Facebook: www.facebook.com/Vinarija.Mojsoff
Instagram: None
Picture: None
Rating: 1.9


Name: Naumchevi
Number1: +38978324178
Number2: None
Number3: None
Address: None
Town: Kavadarci
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53102/NAUMCHEVI
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.9


Name: Peca komerz
Number1: 043/413360
Number2: None
Number3: 043/410287
Address: ZAPADEN BULEVAR BB
Town: Kavadarci
Email: pecakomerc@yahoo.com
Web page: www.winerypeca.com
Link: https://yellowpages.com.mk//firma/39505/PECA_KOMERZ
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.1


Name: Ristov
Number1: 043/550050
Number2: None
Number3: None
Address: ELPIDA KARAMANDI 1
Town: Kavadarci
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53103/RISTOV
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.6


Name: Semejna vinarija nikolov
Number1: +38971397023
Number2: None
Number3: None
Address: ul. 14 Maj br.87
Town: Kavadarci
Email: nikolovdragan72@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/55523/SEMEJNA_VINARIJA_NIKOLOV
Catalog: https://yellowpages.com.mk/katalog/index.html#p=174
Facebook: www.facebook.com/profile.php?id=100076414544463
Instagram: None
Picture: None
Rating: 3.7


Name: Ta-di-ba
Number1: 043/411765
Number2: +38970900757
Number3: +38971250693
Address: None
Town: Kavadarci
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53104/TA-DI-BA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.4


Name: Tikvesh
Number1: 043/414024
Number2: None
Number3: 043/415451
Address: 29 NOEMVRI 5
Town: Kavadarci
Email: vvtikves@unet.com.mk
Web page: www.tikves.com.mk
Link: https://yellowpages.com.mk//firma/17276/TIKVESH_
Catalog: None
Facebook: www.facebook.com/TikvesWinery/
Instagram: None
Picture: None
Rating: 4.3


Skopje: 


Name: Vinarija popov
Number1: 02/5511050
Number2: None
Number3: None
Address: PETAR POP ARSOV 13A/1
Town: Skopje
Email: popov@popovwinery.com.mk
Web page: www.popovwinery.com.mk
Link: https://yellowpages.com.mk//firma/24795/VINARIJA_POPOV
Catalog: https://yellowpages.com.mk/katalog/index.html#p=175
Facebook: www.facebook.com/popovwinery/
Instagram: None
Picture: None
Rating: 4.4


Name: Kamnik vino
Number1: 02/5111252
Number2: None
Number3: None
Address: KAMNIK BB
Town: Skopje
Email: contact@chateaukamnik.com
Web page: www.chateaukamnik.com
Link: https://yellowpages.com.mk//firma/47279/KAMNIK_VINO
Catalog: https://yellowpages.com.mk/katalog/index.html#p=173
Facebook: www.facebook.com/Chateau-Kamnik-Winery-44475678994/timeline/
Instagram: None
Picture: https://yellowpages.com.mk/images/proba1/mikeivino-logo.jpg
Rating: 4.8


Name: Agropin
Number1: 02/3117408
Number2: 02/3119408
Number3: 02/3164721
Address: DTC MAVROVKA LAM.C 3/1
Town: Skopje
Email: agropin@t.mk
Web page: None
Link: https://yellowpages.com.mk//firma/24788/AGROPIN
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 5.0


Name: Adria komerz
Number1: 02/3079493
Number2: +38970355810
Number3: None
Address: N.PARAPUNOV 3 L.56
Town: Skopje
Email: adrcom@t.mk
Web page: None
Link: https://yellowpages.com.mk//firma/607/ADRIA_KOMERZ
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.0


Name: Barovo
Number1: 02/3101110
Number2: None
Number3: None
Address: None
Town: Skopje
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/31096/BAROVO
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.9


Name: Bio si fud
Number1: +38978206288
Number2: None
Number3: 02/3227444
Address: V.Glavinov 16/3-12
Town: Skopje
Email: None
Web page: www.biosifood-mk.com
Link: https://yellowpages.com.mk//firma/45638/BIO_SI_FUD
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.7


Name: Botega del vino
Number1: 02/3063592
Number2: +38971601889
Number3: +38970700373
Address: P.Odredi 8-TC Leptokarija
Town: Skopje
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/42345/BOTEGA_DEL_VINO
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.2


Name: Vin art
Number1: 02/5511052
Number2: 02/5511050
Number3: 02/5511054
Address: Petar Pop Arsov 13A/1
Town: Skopje
Email: vinart@vinart.com.mk
Web page: www.vinart.com.mk
Link: https://yellowpages.com.mk//firma/3596/VIN_ART
Catalog: None
Facebook: www.facebook.com/vinart.popovwinery?fref=ts
Instagram: None
Picture: None
Rating: 3.8


Name: Vinar
Number1: +38970205430
Number2: None
Number3: None
Address: TC Buјakovets Suteren
Town: Skopje
Email: vojo@vinar.com.mk
Web page: www.vinar.com.mk
Link: https://yellowpages.com.mk//firma/23899/VINAR
Catalog: None
Facebook: www.facebook.com/Vinarska-Vizba-Vinar-1376490582611905/
Instagram: None
Picture: None
Rating: 4.7


Name: Eko invest
Number1: 02/3116880
Number2: None
Number3: None
Address: K.RACIN 9
Town: Skopje
Email: info@wineryohrid.com.mk
Web page: www.wineryohrid.com.mk
Link: https://yellowpages.com.mk//firma/21444/EKO_INVEST
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.1


Name: Emark makedonija
Number1: 02/3051917
Number2: +38970345189
Number3: None
Address: KAIRSKA 10
Town: Skopje
Email: info@emark.com.mk
Web page: emark.com.mk
Link: https://yellowpages.com.mk//firma/54268/EMARK_MAKEDONIJA
Catalog: None
Facebook: www.facebook.com/emarkm
Instagram: None
Picture: None
Rating: 4.9


Name: Energomarket
Number1: 02/3289610
Number2: None
Number3: 02/3227306
Address: N.FRONT 19A L.15
Town: Skopje
Email: energomarket@energomarket.com.mk
Web page: www.energomarket.com.mk
Link: https://yellowpages.com.mk//firma/20827/ENERGOMARKET
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.6


Name: Eno-mak
Number1: 02/2628787
Number2: None
Number3: None
Address: HO SHI MIN 72
Town: Skopje
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/31658/ENO-MAK
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.7


Name: Eurozon-int
Number1: 02/3179835
Number2: None
Number3: None
Address: O.PRICA 1/4
Town: Skopje
Email: contact@eurocon-int.com
Web page: http://eurocon-int.com
Link: https://yellowpages.com.mk//firma/45121/EUROZON-INT
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.0


Name: Kabranov
Number1: 02/2448290
Number2: None
Number3: None
Address: Bul.J.Sandanski 84-3/6
Town: Skopje
Email: None
Web page: www.kabranov.mk
Link: https://yellowpages.com.mk//firma/38500/KABRANOV
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.1


Name: Kork
Number1: 02/2670801
Number2: None
Number3: 02/2672126
Address: K.DIMISHKOV 1A
Town: Skopje
Email: kork@kork.com.mk
Web page: www.kork.com.mk
Link: https://yellowpages.com.mk//firma/9611/KORK
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.2


Name: Mojsov
Number1: 043/413566
Number2: None
Number3: None
Address: RESAVSKA 2
Town: Skopje
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/35843/MOJSOV
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.1


Name: Mtz karat+kole
Number1: 02/3070537
Number2: +38970519467
Number3: None
Address: PERO NAKOV BB
Town: Skopje
Email: mtzkarat@t.mk
Web page: None
Link: https://yellowpages.com.mk//firma/35365/MTZ_KARAT+KOLE
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.6


Name: Pelisterka ad
Number1: 02/3221109
Number2: None
Number3: 02/3230015
Address: K.RACIN 97
Town: Skopje
Email: info@pelisterka.com.mk
Web page: www.pelisterka.com.mk
Link: https://yellowpages.com.mk//firma/34408/PELISTERKA_AD
Catalog: None
Facebook: www.facebook.com/a.d.pelisterka
Instagram: None
Picture: None
Rating: 3.6


Name: Popova kula
Number1: 02/3216716
Number2: 02/3228781
Number3: 02/3228781
Address: D.GRUEV 5-7/14
Town: Skopje
Email: jordantrajkov@popovakula.com.mk
Web page: www.popovakula.com.mk
Link: https://yellowpages.com.mk//firma/34229/POPOVA_KULA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 3.9


Name: Rigo impeks
Number1: 02/3290244
Number2: 02/3111733
Number3: +38970235208
Address: PART.ODREDI 18
Town: Skopje
Email: rigoimpeks@t.mk
Web page: www.rigo.mk
Link: https://yellowpages.com.mk//firma/43879/RIGO_IMPEKS
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 3.7


Name: Skovin
Number1: 02/3175092
Number2: 02/3175097
Number3: 02/3175149
Address: 15 KORPUS 3
Town: Skopje
Email: info@skovin.com.mk
Web page: www.skovin.com.mk
Link: https://yellowpages.com.mk//firma/16013/SKOVIN
Catalog: None
Facebook: SkovinVinarija
Instagram: None
Picture: None
Rating: 3.9


Name: Tikvesh
Number1: 02/3175966
Number2: None
Number3: 02/3181735
Address: UL.810 BB
Town: Skopje
Email: vvtikves@tikves.com.mk
Web page: www.tikves.com.mk
Link: https://yellowpages.com.mk//firma/17275/TIKVESH
Catalog: None
Facebook: www.facebook.com/TikvesWinery/
Instagram: None
Picture: None
Rating: 4.8


Name: Tohem
Number1: 02/3215588
Number2: None
Number3: 02/3215587
Address: ATINSKA 10
Town: Skopje
Email: info@tochem.com
Web page: www.tochem.com
Link: https://yellowpages.com.mk//firma/23318/TOHEM
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.2


Name: Trinity group
Number1: 02/3246330
Number2: +38970572832
Number3: None
Address: P.ODREDI 55 LOK.1
Town: Skopje
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/37711/TRINITY_GROUP
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.2


Negotino: 


Name: Bovin
Number1: 043/365322
Number2: None
Number3: 043/365323
Address: Industrijska BB
Town: Negotino
Email: bovin@t.mk
Web page: www.bovin.com.mk
Link: https://yellowpages.com.mk//firma/2569/BOVIN__
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.3


Name: Venec
Number1: 043/369200
Number2: None
Number3: 043/369241
Address: Dolni Disan
Town: Negotino
Email: venec@t.mk
Web page: www.advenec.com.mk
Link: https://yellowpages.com.mk//firma/34902/VENEC
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.2


Name: Kabranov
Number1: 043/360060
Number2: +38970239003
Number3: 043/360071
Address: V.VLAHOVIC 23
Town: Negotino
Email: contact@kabranov.mk
Web page: www.kabranov.mk
Link: https://yellowpages.com.mk//firma/38501/KABRANOV
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.3


Name: Kimov vinarija
Number1: +38975379316
Number2: None
Number3: None
Address: Industrijska bb
Town: Negotino
Email: aleksandarkjimov@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/55321/KIMOV_VINARIJA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.6


Name: Kuchievi-sveta elena
Number1: 043/360625
Number2: +38978324872
Number3: None
Address: INDUSTRIJSKA BB
Town: Negotino
Email: svetaelena@t.mk
Web page: None
Link: https://yellowpages.com.mk//firma/53107/KUCHIEVI-SVETA_ELENA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.8


Name: Liva komerz
Number1: 043/362179
Number2: 043/362080
Number3: 043/251504
Address: PARTIZANSKA 100
Town: Negotino
Email: liva@t.mk
Web page: www.liva.com.mk
Link: https://yellowpages.com.mk//firma/5435/LIVA_KOMERZ
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.0


Name: Pal kris
Number1: +38975635436
Number2: None
Number3: None
Address: F.KULAKOV 62
Town: Negotino
Email: palkris05@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/43890/PAL_KRIS
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.1


Name: Pamela
Number1: 043/361105
Number2: +38976337750
Number3: None
Address: J.SANDANSKI 23
Town: Negotino
Email: info@pamela.mk
Web page: www.hotelpamela.mk
Link: https://yellowpages.com.mk//firma/49252/PAMELA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.9


Name: Pivka
Number1: 043/371416
Number2: None
Number3: 043/371417
Address: INDUSTRIISKA ZONA BB
Town: Negotino
Email: pivka@t.mk
Web page: www.winerypivka.com.mk
Link: https://yellowpages.com.mk//firma/21315/PIVKA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.9


Name: Pit-kom
Number1: 043/370287
Number2: None
Number3: 043/370282
Address: D.GRUEV 120
Town: Negotino
Email: info@pitkomgroup.com
Web page: www.pitkom.com.mk
Link: https://yellowpages.com.mk//firma/32426/PIT-KOM
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 3.8


Name: Povardarie
Number1: 043/361833
Number2: 043/361550
Number3: 043/361006
Address: INDUSTRIISKA BB
Town: Negotino
Email: povardarie@povardarie.com.mk
Web page: www.povardarie.com.mk
Link: https://yellowpages.com.mk//firma/23640/POVARDARIE_
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.1


Name: Traikovski vina i pijalotsi
Number1: 043/370287
Number2: None
Number3: 043/370282
Address: DAME GRUEV 120
Town: Negotino
Email: info@traikovsky.com
Web page: www.traikovsky.com.mk
Link: https://yellowpages.com.mk//firma/52709/TRAIKOVSKI_VINA_I_PIJALOTSI
Catalog: None
Facebook: www.facebook.com/Traikovsky-Wines-Spirits-1514559788864072
Instagram: None
Picture: None
Rating: 5.0


Stip: 


Name: Anevski vinarija
Number1: 032/392925
Number2: None
Number3: 032/392925
Address: ZHELEZNICHKA 39
Town: Stip
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/21521/ANEVSKI_VINARIJA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.7


Name: Ezimit vino
Number1: 032/392809
Number2: None
Number3: 032/387809
Address: BREGALNICKA 64a
Town: Stip
Email: direktor@ezimitvino.com.mk
Web page: www.ezimitvino.com.mk
Link: https://yellowpages.com.mk//firma/24794/EZIMIT_VINO
Catalog: None
Facebook: www.facebook.com/EZIMIT-VINO-201209806539/timeline/
Instagram: None
Picture: None
Rating: 3.5


Name: Imako vino
Number1: 032/308703
Number2: None
Number3: 032/308702
Address: GEN.MIHALO APOSTOLSKI 34/5
Town: Stip
Email: contact@imakovino.com.mk
Web page: www.imakovino.com.mk
Link: https://yellowpages.com.mk//firma/21443/IMAKO_VINO
Catalog: None
Facebook: www.facebook.com/ImakoVino
Instagram: None
Picture: None
Rating: 4.4


Struga: 


Name: Km-vin
Number1: +38970628952
Number2: None
Number3: None
Address: VEVCHANI
Town: Struga
Email: info@km-vin.com
Web page: www.km-vin.com
Link: https://yellowpages.com.mk//firma/53095/KM-VIN
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.5


Ohrid: 


Name: Bakhus
Number1: 046/254580
Number2: +38970347242
Number3: None
Address: 7 NOEMVRI 183
Town: Ohrid
Email: info@bacchus.com.mk
Web page: www.bacchus.com.mk
Link: https://yellowpages.com.mk//firma/47382/BAKHUS
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.9


Gevgelija: 


Name: Jostela
Number1: +38970305149
Number2: +38971218876
Number3: None
Address: Moinski Pat
Town: Gevgelija
Email: info@jostela.com
Web page: www.jostela.com
Link: https://yellowpages.com.mk//firma/53094/JOSTELA
Catalog: https://yellowpages.com.mk/katalog/index.html#p=173
Facebook: www.facebook.com/JostelaWinery
Instagram: www.instagram.com/jostelavinae/
Picture: None
Rating: 4.8


Name: Kerem
Number1: None
Number2: None
Number3: None
Address: 4 JULI 12
Town: Gevgelija
Email: filiptr@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/53093/KEREM
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.8


Name: Plodomaks
Number1: +38970830803
Number2: None
Number3: None
Address: M.TITO 142
Town: Gevgelija
Email: plodomaks@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/47258/PLODOMAKS
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.2


Name: Rigo impeks
Number1: 034/214094
Number2: None
Number3: None
Address: None
Town: Gevgelija
Email: rigo@unet.com.mk
Web page: None
Link: https://yellowpages.com.mk//firma/15143/RIGO_IMPEKS
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.2


Demir kapija: 


Name: Rojal vinarija kvin marija
Number1: 043/446500
Number2: None
Number3: None
Address: Marshal Tito 63
Town: Demir kapija
Email: admin@wineryqueenmaria.com
Web page: www.wineryqueenmaria.com
Link: https://yellowpages.com.mk//firma/55555/ROJAL_VINARIJA_KVIN_MARIJA
Catalog: https://yellowpages.com.mk/katalog/index.html#p=173
Facebook: www.facebook.com/wineryqueenm
Instagram: www.instagram.com/wineryqueenm/
Picture: https://yellowpages.com.mk/images/proba1/wineryqueen-logo.png
Rating: 4.6


Name: Elenov
Number1: 043/367232
Number2: 043/366810
Number3: 043/367232
Address: I.L.RIBAR BB
Town: Demir kapija
Email: vinarija_elenov@mt.net.mk
Web page: www.facebook.com/kralska.kapija?fref=ts
Link: https://yellowpages.com.mk//firma/35846/ELENOV
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.7


Name: Kapia
Number1: +38975387979
Number2: +38975303173
Number3: None
Address: None
Town: Demir kapija
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53097/KAPIA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.1


Name: Popova kula
Number1: 043/364400
Number2: 02/3216716
Number3: 02/3228781
Address: BULEVAR NA VINOTO BR.1
Town: Demir kapija
Email: sales@popovakula com.mk
Web page: www.popovakula.com.mk
Link: https://yellowpages.com.mk//firma/34228/POPOVA_KULA
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 4.3


Vinica: 


Name: Vik andjelo
Number1: 033/362904
Number2: None
Number3: None
Address: Ilindenska BB
Town: Vinica
Email: rozetagligorova@gmail.com
Web page: None
Link: https://yellowpages.com.mk//firma/53092/VIK_ANDJELO
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.5


Name: Vinarija drum
Number1: +38978350406
Number2: None
Number3: None
Address: Dragobrashte
Town: Vinica
Email: izagroboel@t.mk
Web page: None
Link: https://yellowpages.com.mk//firma/55515/VINARIJA_DRUM
Catalog: https://yellowpages.com.mk/katalog/index.html#p=174
Facebook: www.facebook.com/profile.php?id=100084744676880
Instagram: www.instagram.com/winerydrum/
Picture: None
Rating: 4.5


Prilep: 


Name: Sarika vinarija
Number1: +38971278316
Number2: None
Number3: None
Address: Mirce Atsev 128
Town: Prilep
Email: sarikawinery@gmail.com
Web page: None
Link: https://yellowpages.com.mk//firma/55598/SARIKA_VINARIJA
Catalog: https://yellowpages.com.mk/katalog/index.html#p=175
Facebook: www.facebook.com/sarikawinery
Instagram: www.instagram.com/sarikawinery/
Picture: None
Rating: 4.5


Name: Pirgan
Number1: 048/523338
Number2: None
Number3: None
Address: D.GRUEV 3
Town: Prilep
Email: pirganwinery@gmail.com
Web page: www.pirgan.com.mk
Link: https://yellowpages.com.mk//firma/49274/PIRGAN
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.4


Valandovo: 


Name: Arvin
Number1: 034/381133
Number2: None
Number3: None
Address: Leninova 6
Town: Valandovo
Email: risto_todorov@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/53090/ARVIN
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 1.3


Name: Vizba valandovo
Number1: 034/383880
Number2: None
Number3: 034/383890
Address: N.Karev 6
Town: Valandovo
Email: vita.huzjan@vizbavalandovo.com.mk
Web page: www.vizbavalandovo.com.mk
Link: https://yellowpages.com.mk//firma/31068/VIZBA_VALANDOVO
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 5.0


Kumanovo: 


Name: Vekovnik
Number1: +38978201264
Number2: None
Number3: None
Address: S.Vekovnik
Town: Kumanovo
Email: None
Web page: None
Link: https://yellowpages.com.mk//firma/53105/VEKOVNIK
Catalog: None
Facebook: None
Instagram: None
Picture: None
Rating: 2.3


Name: Vinar nipro kupenica
Number1: +38970294548
Number2: None
Number3: None
Address: Selo Nikuljane
Town: Kumanovo
Email: vinar.nipro@yahoo.com
Web page: None
Link: https://yellowpages.com.mk//firma/54222/VINAR_NIPRO_KUPENICA
Catalog: None
Facebook: www.facebook.com/kupenica/
Instagram: None
Picture: None
Rating: 2.6


Name: Premium
Number1: +38970313205
Number2: None
Number3: None
Address: S.DOBROSHANE
Town: Kumanovo
Email: andrejpetkovski@hotmail.com
Web page: None
